Bene_Geo_Lvl,Bene_Geo_Desc,Bene_Geo_Cd,Bene_Age_Lvl,Bene_Demo_Lvl,Bene_Demo_Desc,Bene_Cond,Prvlnc,Tot_Mdcr_Stdzd_Pymt_PC,Tot_Mdcr_Pymt_PC,Hosp_Readmsn_Rate,ER_Visits_Per_1000_Benes,is_southern
State,Hawaii,15.0,All,All,All,Depression,0.0899,15556.3465,19099.1005,0.2013,1330.4638,non-southern
State,Hawaii,15.0,All,All,All,Diabetes,0.2709,11980.3482,14394.5945,0.1758,806.7334,non-southern
State,Hawaii,15.0,All,All,All,Drug/Substance Abuse,0.0261,17362.766,22111.1576,0.2603,2196.1606,non-southern
State,Hawaii,15.0,All,All,All,Heart Failure,0.1013,24521.9878,30595.5955,0.2024,1710.2166,non-southern
State,Hawaii,15.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0089,20303.6089,24209.5178,0.2853,1273.8462,non-southern
State,Hawaii,15.0,All,All,All,Hyperlipidemia,0.5629,8907.4919,10638.884,0.1516,635.0318,non-southern
State,Hawaii,15.0,All,All,All,Hypertension,0.5584,9962.6915,12012.6068,0.1536,749.5477,non-southern
State,Hawaii,15.0,All,All,All,Ischemic Heart Disease,0.1902,16421.9907,20228.9805,0.1847,1191.91,non-southern
State,Hawaii,15.0,All,All,All,Osteoporosis,0.0938,10183.1702,12260.8166,0.1371,700.9319,non-southern
State,Hawaii,15.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0161,15091.9102,18461.0885,0.2933,2222.7862,non-southern
State,Hawaii,15.0,All,All,All,Stroke,0.035,22508.8759,28372.5645,0.1707,1554.0224,non-southern
State,Idaho,16.0,All,All,All,Alcohol Abuse,0.0192,21094.2006,21801.2705,0.1959,2082.2785,non-southern
State,Idaho,16.0,All,All,All,Alzheimer's Disease/Dementia,0.0833,20855.841,21022.458,0.1717,1389.2365,non-southern
State,Idaho,16.0,All,All,All,Arthritis,0.3028,14243.4059,14214.4563,0.1299,937.9033,non-southern
State,Idaho,16.0,All,All,All,Asthma,0.0424,19207.5811,19271.2054,0.1676,1613.8614,non-southern
State,Idaho,16.0,All,All,All,Atrial Fibrillation,0.0716,21125.536,21625.8133,0.1834,1396.2945,non-southern
State,Idaho,16.0,All,All,All,COPD,0.0886,22031.0085,22555.962,0.1843,1629.8349,non-southern
State,Idaho,16.0,All,All,All,Cancer,0.0676,18859.4634,18836.6924,0.1546,972.8778,non-southern
State,Idaho,16.0,All,All,All,Chronic Kidney Disease,0.1954,19122.7613,19402.5985,0.1833,1260.0788,non-southern
State,Idaho,16.0,All,All,All,Depression,0.1835,16744.0939,16800.9924,0.1691,1320.8255,non-southern
State,Idaho,16.0,All,All,All,Diabetes,0.2193,13870.3086,13926.4167,0.1679,951.4655,non-southern
State,Idaho,16.0,All,All,All,Drug/Substance Abuse,0.0345,22716.4434,22977.0054,0.216,2429.1373,non-southern
State,Idaho,16.0,All,All,All,Heart Failure,0.1121,23623.4811,24250.456,0.1936,1548.1264,non-southern
State,Idaho,16.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0048,18221.4475,18931.616,0.1965,1673.3615,non-southern
State,Idaho,16.0,All,All,All,Hyperlipidemia,0.3111,13546.2454,13690.2061,0.1493,927.2118,non-southern
State,Idaho,16.0,All,All,All,Hypertension,0.4424,13822.0858,13922.6432,0.1459,969.8943,non-southern
State,Idaho,16.0,All,All,All,Ischemic Heart Disease,0.1906,17307.6288,17592.3348,0.1729,1171.5978,non-southern
State,Idaho,16.0,All,All,All,Osteoporosis,0.0551,16911.2945,16901.7301,0.149,1041.1462,non-southern
State,Idaho,16.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0205,15606.5966,15798.8548,0.1798,1899.1866,non-southern
State,Idaho,16.0,All,All,All,Stroke,0.0229,29261.4115,29821.9691,0.1649,1893.4426,non-southern
State,Illinois,17.0,All,All,All,Alcohol Abuse,0.0179,26079.2486,28554.6477,0.2801,2346.5002,non-southern
State,Illinois,17.0,All,All,All,Alzheimer's Disease/Dementia,0.1065,26692.6834,28355.7876,0.2336,1624.0722,non-southern
State,Illinois,17.0,All,All,All,Arthritis,0.3492,17001.9906,17905.6766,0.1971,1065.0291,non-southern
State,Illinois,17.0,All,All,All,Asthma,0.0467,22756.5175,24466.0689,0.2435,1834.4283,non-southern
State,Illinois,17.0,All,All,All,Atrial Fibrillation,0.0901,27015.9757,28889.8509,0.2416,1566.5149,non-southern
State,Illinois,17.0,All,All,All,Autism Spectrum Disorders,0.0023,8840.0695,9517.966,0.2235,1142.7273,non-southern
State,Illinois,17.0,All,All,All,COPD,0.1183,26873.7928,28477.63,0.2468,1806.5446,non-southern
State,Illinois,17.0,All,All,All,Cancer,0.09,21653.1783,22738.8222,0.2129,1060.5846,non-southern
State,Illinois,17.0,All,All,All,Chronic Kidney Disease,0.2455,23903.9742,25485.3507,0.2363,1414.4818,non-southern
State,Illinois,17.0,All,All,All,Depression,0.1669,22589.8377,23859.973,0.2357,1565.8499,non-southern
State,Illinois,17.0,All,All,All,Diabetes,0.2706,17112.1373,18133.1987,0.2283,1051.7994,non-southern
State,Illinois,17.0,All,All,All,Drug/Substance Abuse,0.0232,27048.9635,29335.6494,0.2985,2799.4931,non-southern
State,Illinois,17.0,All,All,All,HIV/AIDS,0.0029,19884.4384,22230.3457,0.2874,1544.4392,non-southern
State,Illinois,17.0,All,All,All,Heart Failure,0.1535,29559.151,31643.5545,0.2494,1747.0446,non-southern
State,Illinois,17.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0061,27549.4206,30589.0947,0.3049,1849.3353,non-southern
State,Illinois,17.0,All,All,All,Hyperlipidemia,0.4886,14807.1167,15657.9988,0.1989,920.6242,non-southern
State,Illinois,17.0,All,All,All,Hypertension,0.5852,15167.2734,16027.5955,0.1978,964.2373,non-southern
State,Illinois,17.0,All,All,All,Ischemic Heart Disease,0.266,20807.677,22136.6003,0.2255,1284.7032,non-southern
State,Illinois,17.0,All,All,All,Osteoporosis,0.0651,19392.4696,20502.6812,0.1973,1132.3108,non-southern
State,Illinois,17.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0275,23914.6821,25499.274,0.2632,2069.8435,non-southern
State,Illinois,17.0,All,All,All,Stroke,0.038,34458.5019,36988.7565,0.2389,2054.3981,non-southern
State,Indiana,18.0,All,All,All,Alcohol Abuse,0.0208,24017.1708,24898.8031,0.2453,2177.8901,non-southern
State,Indiana,18.0,All,All,All,Alzheimer's Disease/Dementia,0.1103,24936.5265,25096.7843,0.2125,1514.1871,non-southern
State,Indiana,18.0,All,All,All,Arthritis,0.3495,16274.5954,16286.1931,0.1821,1084.6249,non-southern
State,Indiana,18.0,All,All,All,Asthma,0.0487,21306.7335,21559.5608,0.2189,1834.2804,non-southern
State,Indiana,18.0,All,All,All,Atrial Fibrillation,0.0853,24900.3095,25384.9882,0.2272,1533.759,non-southern
State,Indiana,18.0,All,All,All,Autism Spectrum Disorders,0.0032,7203.0469,7264.3794,0.1676,1156.5356,non-southern
State,Indiana,18.0,All,All,All,COPD,0.1426,24751.2263,25096.3311,0.2252,1777.4997,non-southern
State,Indiana,18.0,All,All,All,Cancer,0.0804,21453.5411,21518.3635,0.2022,1071.6299,non-southern
State,Indiana,18.0,All,All,All,Chronic Kidney Disease,0.2546,22193.4879,22529.1882,0.2174,1398.5599,non-southern
State,Indiana,18.0,All,All,All,Depression,0.2109,20083.5775,20258.3481,0.21,1493.39,non-southern
State,Indiana,18.0,All,All,All,Diabetes,0.2784,16204.1618,16334.3375,0.2107,1076.6306,non-southern
State,Indiana,18.0,All,All,All,Drug/Substance Abuse,0.0333,24267.1658,24958.3285,0.2647,2620.1092,non-southern
State,Indiana,18.0,All,All,All,HIV/AIDS,0.002,20112.1841,21192.0792,0.2718,1823.2386,non-southern
State,Indiana,18.0,All,All,All,Heart Failure,0.1511,28005.8677,28550.1517,0.2368,1745.3935,non-southern
State,Indiana,18.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0055,28242.4079,29961.4977,0.311,2275.5055,non-southern
State,Indiana,18.0,All,All,All,Hyperlipidemia,0.4788,14217.5827,14327.0868,0.1838,940.8814,non-southern
State,Indiana,18.0,All,All,All,Hypertension,0.5962,14389.0207,14486.6261,0.1825,974.855,non-southern
State,Indiana,18.0,All,All,All,Ischemic Heart Disease,0.283,19177.1264,19408.4063,0.2083,1260.0313,non-southern
State,Indiana,18.0,All,All,All,Osteoporosis,0.0632,19219.9341,19304.5225,0.1838,1167.8491,non-southern
State,Indiana,18.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0324,20889.5768,21037.3168,0.2194,1897.0833,non-southern
State,Indiana,18.0,All,All,All,Stroke,0.0368,31785.6363,32470.3471,0.2181,1995.1299,non-southern
State,Iowa,19.0,All,All,All,Alcohol Abuse,0.0163,20460.7847,21160.8779,0.2371,2161.4152,non-southern
State,Iowa,19.0,All,All,All,Alzheimer's Disease/Dementia,0.0956,18314.302,18553.5542,0.1803,1310.6854,non-southern
State,Iowa,19.0,All,All,All,Arthritis,0.2977,14058.408,14216.8561,0.1508,936.944,non-southern
State,Iowa,19.0,All,All,All,Asthma,0.0387,18598.734,18901.9601,0.1873,1685.3395,non-southern
State,Iowa,19.0,All,All,All,Atrial Fibrillation,0.0905,20418.7855,21036.5816,0.1972,1378.6531,non-southern
State,Iowa,19.0,All,All,All,Autism Spectrum Disorders,0.003,5501.8291,5600.6339,0.1835,867.7867,non-southern
State,Iowa,19.0,All,All,All,COPD,0.1093,21463.9634,22030.6527,0.2002,1621.8303,non-southern
State,Iowa,19.0,All,All,All,Cancer,0.0773,19148.5164,19343.0275,0.1764,985.3955,non-southern
State,Iowa,19.0,All,All,All,Chronic Kidney Disease,0.2162,19493.8813,19920.4223,0.1974,1298.8064,non-southern
State,Iowa,19.0,All,All,All,Depression,0.1929,15987.4468,16181.1055,0.1885,1296.6072,non-southern
State,Iowa,19.0,All,All,All,Diabetes,0.2399,13572.8835,13762.1447,0.184,934.3215,non-southern
State,Iowa,19.0,All,All,All,Drug/Substance Abuse,0.0206,22139.3657,22762.3067,0.261,2673.2412,non-southern
State,Iowa,19.0,All,All,All,HIV/AIDS,0.001,15990.1884,16743.2233,0.2056,1377.1552,non-southern
State,Iowa,19.0,All,All,All,Heart Failure,0.1299,23784.6491,24492.3109,0.2091,1590.0854,non-southern
State,Iowa,19.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0037,21541.8874,22010.6097,0.2814,2008.9286,non-southern
State,Iowa,19.0,All,All,All,Hyperlipidemia,0.4461,12510.5474,12707.7936,0.1605,849.198,non-southern
State,Iowa,19.0,All,All,All,Hypertension,0.5423,12713.0258,12903.1586,0.1593,886.32,non-southern
State,Iowa,19.0,All,All,All,Ischemic Heart Disease,0.2396,16887.3277,17275.7458,0.1847,1162.5362,non-southern
State,Iowa,19.0,All,All,All,Osteoporosis,0.063,15877.439,16090.3739,0.1585,1012.6106,non-southern
State,Iowa,19.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0246,14408.175,14665.2488,0.2211,1788.5244,non-southern
State,Iowa,19.0,All,All,All,Stroke,0.028,26752.3141,27439.7304,0.1815,1883.627,non-southern
State,Kansas,20.0,All,All,All,Alcohol Abuse,0.0159,23966.5617,23515.6466,0.2273,2236.2672,non-southern
State,Kansas,20.0,All,All,All,Alzheimer's Disease/Dementia,0.1094,23774.5175,22992.6568,0.1984,1405.9672,non-southern
State,Kansas,20.0,All,All,All,Arthritis,0.3174,16494.2477,16025.8824,0.1675,970.4462,non-southern
State,Kansas,20.0,All,All,All,Asthma,0.0419,21489.3286,20987.146,0.1986,1732.8426,non-southern
State,Kansas,20.0,All,All,All,Atrial Fibrillation,0.0885,24361.6492,23948.8764,0.2107,1401.2816,non-southern
State,Kansas,20.0,All,All,All,Autism Spectrum Disorders,0.0024,7988.8477,7806.2543,0.2305,1145.7906,non-southern
State,Kansas,20.0,All,All,All,COPD,0.119,24835.3397,24371.0964,0.2166,1606.0688,non-southern
State,Kansas,20.0,All,All,All,Cancer,0.0823,21075.133,20543.1622,0.1955,975.8537,non-southern
State,Kansas,20.0,All,All,All,Chronic Kidney Disease,0.2254,22662.3199,22144.7586,0.207,1314.3787,non-southern
State,Kansas,20.0,All,All,All,Depression,0.1982,20083.259,19484.8536,0.1975,1382.8919,non-southern
State,Kansas,20.0,All,All,All,Diabetes,0.2534,15705.2943,15282.9141,0.1939,961.5354,non-southern
State,Kansas,20.0,All,All,All,Drug/Substance Abuse,0.0251,24473.9292,24058.2648,0.2615,2752.5538,non-southern
State,Kansas,20.0,All,All,All,HIV/AIDS,0.0013,24690.6844,24053.0281,0.1777,1301.5267,non-southern
State,Kansas,20.0,All,All,All,Heart Failure,0.1352,27744.7506,27210.1239,0.2225,1583.637,non-southern
State,Kansas,20.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0047,24964.9103,24471.8301,0.3034,2139.4612,non-southern
State,Kansas,20.0,All,All,All,Hyperlipidemia,0.4392,14465.8436,14106.2734,0.1719,870.0558,non-southern
State,Kansas,20.0,All,All,All,Hypertension,0.5585,14766.1321,14380.7499,0.1698,912.9563,non-southern
State,Kansas,20.0,All,All,All,Ischemic Heart Disease,0.2658,19222.1352,18780.3709,0.196,1150.2999,non-southern
State,Kansas,20.0,All,All,All,Osteoporosis,0.0635,19233.3429,18712.0146,0.1792,1070.1156,non-southern
State,Kansas,20.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0285,21116.1793,20319.8341,0.2088,1939.526,non-southern
State,Kansas,20.0,All,All,All,Stroke,0.0322,30886.3125,30124.1846,0.204,1905.0897,non-southern
State,Kentucky,21.0,All,All,All,Alcohol Abuse,0.0188,24650.4701,24533.6877,0.2594,2355.5679,southern
State,Kentucky,21.0,All,All,All,Alzheimer's Disease/Dementia,0.1026,25479.7192,24609.3633,0.2314,1735.4958,southern
State,Kentucky,21.0,All,All,All,Arthritis,0.3686,15841.9696,15296.68,0.1987,1149.4633,southern
State,Kentucky,21.0,All,All,All,Asthma,0.0435,20232.5553,19697.9445,0.2222,1751.3574,southern
State,Kentucky,21.0,All,All,All,Atrial Fibrillation,0.084,25878.9745,25404.3849,0.2488,1702.301,southern
State,Kentucky,21.0,All,All,All,Autism Spectrum Disorders,0.0022,7539.3542,7475.4065,0.2321,1143.6378,southern
State,Kentucky,21.0,All,All,All,COPD,0.1696,23311.9171,22805.0929,0.2392,1806.7613,southern
State,Kentucky,21.0,All,All,All,Cancer,0.0737,22246.6465,21460.1276,0.216,1184.5154,southern
State,Kentucky,21.0,All,All,All,Chronic Kidney Disease,0.2535,22087.0736,21565.3339,0.2354,1513.3741,southern
State,Kentucky,21.0,All,All,All,Depression,0.2147,19424.4309,18850.1098,0.2244,1552.7414,southern
State,Kentucky,21.0,All,All,All,Diabetes,0.2934,15748.2175,15306.1128,0.2237,1140.9786,southern
State,Kentucky,21.0,All,All,All,Drug/Substance Abuse,0.0545,20057.714,19845.4073,0.2686,2124.5975,southern
State,Kentucky,21.0,All,All,All,HIV/AIDS,0.0018,15330.5887,15369.1857,0.2334,1482.7246,southern
State,Kentucky,21.0,All,All,All,Heart Failure,0.1555,27388.9349,26810.038,0.2516,1886.1533,southern
State,Kentucky,21.0,All,All,All,Hepatitis (Chronic Viral B & C),0.007,23821.0179,24109.2799,0.3125,2368.0693,southern
State,Kentucky,21.0,All,All,All,Hyperlipidemia,0.5042,13807.3027,13408.0257,0.1993,995.5788,southern
State,Kentucky,21.0,All,All,All,Hypertension,0.6257,13970.1122,13535.5403,0.1971,1030.4075,southern
State,Kentucky,21.0,All,All,All,Ischemic Heart Disease,0.2932,19147.8237,18695.7555,0.2233,1395.8462,southern
State,Kentucky,21.0,All,All,All,Osteoporosis,0.0545,19398.2777,18744.0853,0.1993,1256.576,southern
State,Kentucky,21.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0281,22939.2079,22353.3105,0.2519,2199.198,southern
State,Kentucky,21.0,All,All,All,Stroke,0.0345,32417.3542,31849.4802,0.2313,2209.7747,southern
State,Louisiana,22.0,All,All,All,Alcohol Abuse,0.0191,29589.8113,29148.8274,0.2414,2587.4297,southern
State,Louisiana,22.0,All,All,All,Alzheimer's Disease/Dementia,0.1203,30341.6524,28461.2312,0.2211,1709.8526,southern
State,Louisiana,22.0,All,All,All,Arthritis,0.3595,18282.4061,17242.7869,0.1888,1170.1542,southern
State,Louisiana,22.0,All,All,All,Asthma,0.0396,23687.3497,22777.0927,0.2126,1988.058,southern
State,Louisiana,22.0,All,All,All,Atrial Fibrillation,0.0781,28564.1528,27431.2377,0.241,1673.5691,southern
State,Louisiana,22.0,All,All,All,Autism Spectrum Disorders,0.0023,9795.617,9259.3057,0.2281,1211.4035,southern
State,Louisiana,22.0,All,All,All,COPD,0.1243,29240.5698,27911.8037,0.2325,1938.9101,southern
State,Louisiana,22.0,All,All,All,Cancer,0.0804,21846.5485,20816.4349,0.2009,1100.381,southern
State,Louisiana,22.0,All,All,All,Chronic Kidney Disease,0.2662,25756.9415,24725.5421,0.2304,1562.3852,southern
State,Louisiana,22.0,All,All,All,Depression,0.187,24191.5828,22837.2872,0.2183,1688.9352,southern
State,Louisiana,22.0,All,All,All,Diabetes,0.2996,19036.2506,18128.6357,0.2184,1210.1268,southern
State,Louisiana,22.0,All,All,All,Drug/Substance Abuse,0.0444,26102.132,25542.2736,0.2676,2591.416,southern
State,Louisiana,22.0,All,All,All,HIV/AIDS,0.0054,20070.2284,20987.7899,0.3113,2010.598,southern
State,Louisiana,22.0,All,All,All,Heart Failure,0.1594,31752.7284,30490.4419,0.2458,1963.5829,southern
State,Louisiana,22.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0101,28878.0195,29082.6898,0.2777,2322.1057,southern
State,Louisiana,22.0,All,All,All,Hyperlipidemia,0.4978,15896.5654,15121.0686,0.1929,1010.0964,southern
State,Louisiana,22.0,All,All,All,Hypertension,0.6515,16143.4632,15362.4532,0.1923,1073.2454,southern
State,Louisiana,22.0,All,All,All,Ischemic Heart Disease,0.316,21232.1732,20258.0894,0.2133,1331.2186,southern
State,Louisiana,22.0,All,All,All,Osteoporosis,0.0603,19737.5412,18593.3327,0.1848,1104.8542,southern
State,Louisiana,22.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0407,28745.5756,26834.2376,0.237,2261.5116,southern
State,Louisiana,22.0,All,All,All,Stroke,0.0465,34690.8811,33323.1243,0.2252,2138.9894,southern
State,Maine,23.0,All,All,All,Alcohol Abuse,0.0323,18588.5125,19944.8218,0.2298,2275.5535,non-southern
State,Maine,23.0,All,All,All,Alzheimer's Disease/Dementia,0.096,20438.6254,21445.6238,0.1974,1665.3382,non-southern
State,Maine,23.0,All,All,All,Arthritis,0.2816,14819.7752,15472.0398,0.1675,1197.9453,non-southern
State,Maine,23.0,All,All,All,Asthma,0.0468,18472.273,19438.3715,0.2005,1947.1477,non-southern
State,Maine,23.0,All,All,All,Atrial Fibrillation,0.0883,20446.3021,21824.0135,0.2016,1608.4518,non-southern
State,Maine,23.0,All,All,All,Autism Spectrum Disorders,0.0043,6895.9577,7112.9232,0.1471,1196.1669,non-southern
State,Maine,23.0,All,All,All,COPD,0.125,21170.5691,22468.996,0.2078,1928.1569,non-southern
State,Maine,23.0,All,All,All,Cancer,0.0701,19703.6126,20591.2736,0.1935,1231.4148,non-southern
State,Maine,23.0,All,All,All,Chronic Kidney Disease,0.2061,20226.9946,21405.5043,0.2095,1568.6083,non-southern
State,Maine,23.0,All,All,All,Depression,0.2281,16343.4487,17095.4528,0.1944,1558.4695,non-southern
State,Maine,23.0,All,All,All,Diabetes,0.2255,14223.6345,14893.567,0.2024,1197.1466,non-southern
State,Maine,23.0,All,All,All,Drug/Substance Abuse,0.044,19099.8217,20338.8438,0.2505,2417.9753,non-southern
State,Maine,23.0,All,All,All,Heart Failure,0.1211,24681.9171,26339.0999,0.2237,1883.9676,non-southern
State,Maine,23.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0056,22981.6423,24521.3563,0.2813,2505.2356,non-southern
State,Maine,23.0,All,All,All,Hyperlipidemia,0.3977,13626.2616,14333.576,0.1737,1120.3955,non-southern
State,Maine,23.0,All,All,All,Hypertension,0.4871,13621.3315,14297.888,0.1738,1134.8876,non-southern
State,Maine,23.0,All,All,All,Ischemic Heart Disease,0.2248,17931.5533,19002.8007,0.2002,1450.7678,non-southern
State,Maine,23.0,All,All,All,Osteoporosis,0.0508,19081.457,20087.6523,0.1817,1439.9305,non-southern
State,Maine,23.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0287,16296.7063,16934.6067,0.2064,2074.8206,non-southern
State,Maine,23.0,All,All,All,Stroke,0.0264,28351.2007,30261.5043,0.1888,2140.9234,non-southern
State,Maryland,24.0,All,All,All,Alcohol Abuse,0.0198,23905.1271,31763.4613,0.2827,2624.0404,southern
State,Maryland,24.0,All,All,All,Alzheimer's Disease/Dementia,0.1129,23782.0469,29599.1437,0.2439,1524.1348,southern
State,Maryland,24.0,All,All,All,Arthritis,0.3463,15662.6733,19032.4266,0.1972,1002.5437,southern
State,Maryland,24.0,All,All,All,Asthma,0.054,20668.664,26078.1054,0.2356,1775.1307,southern
State,Maryland,24.0,All,All,All,Atrial Fibrillation,0.0816,25057.6887,31713.011,0.2486,1507.4111,southern
State,Maryland,24.0,All,All,All,Autism Spectrum Disorders,0.0024,7966.0182,10164.1917,0.2305,1295.7435,southern
State,Maryland,24.0,All,All,All,COPD,0.1023,25375.1674,32442.8749,0.25,1779.4366,southern
State,Maryland,24.0,All,All,All,Cancer,0.0924,20147.3026,24925.4237,0.2128,1013.4231,southern
State,Maryland,24.0,All,All,All,Chronic Kidney Disease,0.2512,21858.7453,27401.96,0.2437,1335.5622,southern
State,Maryland,24.0,All,All,All,Depression,0.1802,21041.8166,26274.6697,0.2417,1522.8641,southern
State,Maryland,24.0,All,All,All,Diabetes,0.2957,15515.5852,19202.0372,0.2352,989.2759,southern
State,Maryland,24.0,All,All,All,Drug/Substance Abuse,0.0352,23842.2318,31172.6915,0.2901,2642.7832,southern
State,Maryland,24.0,All,All,All,HIV/AIDS,0.0065,20034.8055,26114.9008,0.2956,1754.3578,southern
State,Maryland,24.0,All,All,All,Heart Failure,0.1257,29616.7997,37583.4639,0.2643,1820.0886,southern
State,Maryland,24.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0108,25236.1396,33680.5375,0.3131,2070.9476,southern
State,Maryland,24.0,All,All,All,Hyperlipidemia,0.5193,13523.2739,16546.4676,0.2055,858.3481,southern
State,Maryland,24.0,All,All,All,Hypertension,0.6123,13953.6858,17100.7453,0.2054,907.618,southern
State,Maryland,24.0,All,All,All,Ischemic Heart Disease,0.264,19832.9935,24735.1811,0.2362,1249.3642,southern
State,Maryland,24.0,All,All,All,Osteoporosis,0.0643,16314.0013,19869.6953,0.1888,930.3789,southern
State,Maryland,24.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0285,18822.5544,24442.2134,0.2864,2235.0068,southern
State,Maryland,24.0,All,All,All,Stroke,0.0449,30796.9683,39457.1175,0.2458,2009.9328,southern
State,Massachusetts,25.0,All,All,All,Alcohol Abuse,0.0369,22118.6886,27506.9482,0.2717,2496.1313,non-southern
State,Massachusetts,25.0,All,All,All,Alzheimer's Disease/Dementia,0.1119,25403.0799,30869.9459,0.2467,1668.3596,non-southern
State,Massachusetts,25.0,All,All,All,Arthritis,0.3109,15564.1627,18627.6656,0.1977,1060.2476,non-southern
State,Massachusetts,25.0,All,All,All,Asthma,0.0653,19192.8171,23311.2545,0.2311,1783.5481,non-southern
State,Massachusetts,25.0,All,All,All,Atrial Fibrillation,0.0971,23883.788,29377.8284,0.2448,1539.2333,non-southern
State,Massachusetts,25.0,All,All,All,Autism Spectrum Disorders,0.0043,9087.1823,10868.3633,0.2307,1247.263,non-southern
State,Massachusetts,25.0,All,All,All,COPD,0.1081,25098.2171,30657.3456,0.2553,1850.1653,non-southern
State,Massachusetts,25.0,All,All,All,Cancer,0.0946,19428.0479,23187.453,0.2142,1066.7449,non-southern
State,Massachusetts,25.0,All,All,All,Chronic Kidney Disease,0.2397,21414.8253,26193.1157,0.2456,1409.6774,non-southern
State,Massachusetts,25.0,All,All,All,Depression,0.2318,18626.8136,22451.5002,0.2337,1492.8933,non-southern
State,Massachusetts,25.0,All,All,All,Diabetes,0.2316,15742.5148,19033.4072,0.2366,1092.9398,non-southern
State,Massachusetts,25.0,All,All,All,Drug/Substance Abuse,0.0439,22573.8192,27871.1884,0.2882,2731.2372,non-southern
State,Massachusetts,25.0,All,All,All,HIV/AIDS,0.0043,14962.4048,18366.9953,0.2777,1508.7957,non-southern
State,Massachusetts,25.0,All,All,All,Heart Failure,0.1276,28761.7399,35521.0841,0.2635,1823.5326,non-southern
State,Massachusetts,25.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0107,21988.2773,27684.2735,0.3243,2423.052,non-southern
State,Massachusetts,25.0,All,All,All,Hyperlipidemia,0.4681,13954.0256,16861.2303,0.2043,969.9442,non-southern
State,Massachusetts,25.0,All,All,All,Hypertension,0.559,14246.158,17189.0707,0.205,1004.4488,non-southern
State,Massachusetts,25.0,All,All,All,Ischemic Heart Disease,0.2368,20794.6411,25558.2251,0.2393,1418.6403,non-southern
State,Massachusetts,25.0,All,All,All,Osteoporosis,0.0754,17192.7722,20711.964,0.2065,1121.1577,non-southern
State,Massachusetts,25.0,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0392,21211.1305,25373.7073,0.2616,2226.6808,non-southern
State,Massachusetts,25.0,All,All,All,Stroke,0.0362,30565.7407,37755.3594,0.237,2014.0242,non-southern
State,Michigan,26.0,All,All,All,Alcohol Abuse,0.0252,23480.0919,25110.6351,0.2621,2364.8101,non-southern
State,Michigan,26.0,All,All,All,Alzheimer's Disease/Dementia,0.1168,26025.169,27290.3719,0.2397,1691.4292,non-southern
State,Michigan,26.0,All,All,All,Arthritis,0.3617,16536.9235,17211.2631,0.1986,1157.1665,non-southern
State,Michigan,26.0,All,All,All,Asthma,0.0555,21300.8214,22409.0474,0.2321,1903.3758,non-southern
State,Michigan,26.0,All,All,All,Atrial Fibrillation,0.0838,26011.4256,27689.5203,0.2441,1673.9482,non-southern
State,Michigan,26.0,All,All,All,Autism Spectrum Disorders,0.0031,8541.945,8918.5154,0.2,1156.5569,non-southern
State,Michigan,26.0,All,All,All,COPD,0.1418,25188.4203,26675.0121,0.2452,1866.0025,non-southern
State,Michigan,26.0,All,All,All,Cancer,0.0808,21347.8459,22200.4615,0.2144,1194.3796,non-southern
State,Michigan,26.0,All,All,All,Chronic Kidney Disease,0.2591,22365.3621,23585.6678,0.2346,1492.2778,non-southern
State,Michigan,26.0,All,All,All,Depression,0.2087,20113.2733,20980.3846,0.2289,1586.8348,non-southern
State,Michigan,26.0,All,All,All,Diabetes,0.2818,16446.7396,17226.8028,0.2276,1138.9964,non-southern
State,Michigan,26.0,All,All,All,Drug/Substance Abuse,0.0487,23126.1462,24541.4348,0.2787,2453.5388,non-southern
State,Michigan,26.0,All,All,All,HIV/AIDS,0.0023,20709.4069,21982.2042,0.2841,1678.8263,non-southern
State,Michigan,26.0,All,All,All,Heart Failure,0.1596,28069.6596,29825.099,0.2492,1833.3145,non-southern
State,Michigan,26.0,All,All,All,Hepatitis (Chronic Viral B & C),0.0078,26461.5534,28416.1309,0.322,2150.1912,non-southern
State,Michigan,26.0,All,All,All,Hyperlipidemia,0.4601,14904.9449,15613.5094,0.1999,1036.2808,non-southern
State,Michigan,26.0,All,All,All,Hypertension,0.5797,14851.6284,15526.2463,0.1978,1059.6028,non-southern
